user_id,date,exercise,sets,reps,weight_kg,session_duration_hr,calories_burned,avg_bpm,max_bpm,water_intake_l,workout_type,workout_difficulty,workout_category
U1117,2024-06-03,SQUAT,,10.0,40.7,0.99,269.0,112.0,130,0.42,STRENGTH,9.0,WEIGHT
U0922,2024-08-02,HIIT,,,,1.06,517.0,140.0,165,0.52,HIIT,7.0,NW
U0455,2024-06-02,RUNNING,,,,0.75,296.0,139.0,152,0.65,ENDURANCE,5.0,NW
U0436,2024-04-26,HIIT,,,,0.94,425.0,110.0,127,1.14,HIIT,5.0,NW
U0085,2024-01-25,DEADLIFT,4.0,10.0,112.5,0.96,570.0,105.0,126,1.16,STRENGTH,8.0,WEIGHT
U0906,2024/01/24,ROW,,,,1.33,,90.0,104,0.75,CARDIO,5.0,NW
U1009,2024-01-27,CYCLING,,,,0.4,505.0,121.0,139,0.94,CARDIO,8.0,NW
U0769,2024-07-18,RUNNING,,,,1.3,416.0,141.0,154,0.97,CARDIO,6.0,NW
U0952,2024-02-26,SQUAT,5.0,10.0,90.6,1.14,338.0,130.0,141,0.31,STRENGTH,5.0,WEIGHT
U0181,2024-06-20,BENCHPRESS,3.0,6.0,117.3,1.47,599.0,156.0,167,0.46,STRENGTH,5.0,WEIGHT
U0530,2024-01-24,DEADLIFT,4.0,5.0,95.5,0.44,407.0,97.0,122,0.37,STRENGTH,5.0,WEIGHT
U0119,2024-05-15,BENCHPRESS,3.0,12.0,,0.36,1844.0,137.0,151,0.69,STRENGTH,9.0,WEIGHT
U1123,2024-03-26,HIIT,,,,1.04,462.0,163.0,183,1.04,HIIT,8.0,NW
U0543,2024-08-19,BENCHPRESS,4.0,,109.6,1.38,568.0,140.0,154,0.73,STRENGTH,3.0,WEIGHT
U0207,2024-01-25,DEADLIFT,4.0,8.0,46.2,0.61,367.0,131.0,155,,STRENGTH,5.0,WEIGHT
U1028,2024-05-05,RUNNING,,,,1.24,339.0,95.0,108,0.92,CARDIO,7.0,NW
U0658,2024-01-30,SQUAT,3.0,,83.3,0.39,290.0,102.0,121,0.34,STRENGTH,7.0,WEIGHT
U0730,2024-06-17,ROW,,,,1.07,557.0,121.0,135,1.19,CARDIO,9.0,NW
U0941,2024-04-21,YOGA,,,,1.46,305.0,136.0,149,0.83,MOBILITY,2.0,NW
U0821,2024-01-23,RUNNING,,,,1.04,151.0,150.0,162,1.02,CARDIO,4.0,NW
U0403,2024-12-11,CYCLING,,,,0.95,539.0,162.0,178,0.98,CARDIO,8.0,NW
U0014,2024-04-07,RUNNING,,,,0.63,401.0,119.0,132,0.51,CARDIO,2.0,NW
U0186,2024-02-02,DEADLIFT,3.0,7.0,84.2,0.32,434.0,91.0,113,0.34,STRENGTH,8.0,WEIGHT
 U0591 ,2024/09/15,BENCHPRESS,3.0,5.0,,0.74,168.0,127.0,144,0.84,STRENGTH,1.0,WEIGHT
U0406,2024-06-30,RUNNING,,,,1.19,270.0,95.0,107,0.73,CARDIO,1.0,NW
 U0407 ,2024-02-09,HIIT,,,,1.01,555.0,164.0,184,0.6,HIIT,5.0,NW
U0273,2024-03-01,HIIT,,,,0.98,330.0,127.0,137,1.15,HIIT,5.0,NW
U0465,2024-08-14,ROW,,,,1.21,347.0,116.0,141,0.89,CARDIO,3.0,NW
U0740,2024-06-08,DEADLIFT,5.0,11.0,84.3,0.42,279.0,162.0,177,0.87,STRENGTH,5.0,WEIGHT
U0812,2024-09-02,HIIT,,,,1.14,168.0,112.0,134,0.82,HIIT,8.0,NW
U1148,2024-12-29,BENCHPRESS,3.0,10.0,75.4,1.5,211.0,120.0,142,1.02,STRENGTH,4.0,WEIGHT
U0682,2024-03-21,HIIT,,,,0.95,478.0,100.0,123,0.36,HIIT,9.0,NW
U0895,2024-02-04,SQUAT,5.0,9.0,110.6,0.73,198.0,96.0,114,0.68,STRENGTH,2.0,WEIGHT
U0415,2024-04-16,YOGA,,,,0.81,597.0,104.0,124,0.55,MOBILITY,3.0,NW
U0839,2024-05-27,YOGA,,,,1.04,394.0,95.0,108,0.46,MOBILITY,5.0,NW
U0736,2024-01-14,CYCLING,,,,1.34,497.0,111.0,135,0.53,ENDURANCE,6.0,NW
U0902,2024-06-04,DEADLIFT,4.0,5.0,69.6,1.37,267.0,98.0,119,0.81,STRENGTH,10.0,WEIGHT
U0545,2024-04-20,BENCHPRESS,3.0,12.0,105.3,1.22,300.0,114.0,126,0.52,STRENGTH,7.0,WEIGHT
U0121,2024-01-21,SQUAT,,8.0,49.7,0.97,358.0,101.0,124,0.43,STRENGTH,6.0,WEIGHT
U0806,2024/10/07,HIIT,,,,1.44,572.0,160.0,183,0.62,HIIT,5.0,NW
U0818,2024-11-06,DEADLIFT,5.0,7.0,57.4,1.47,231.0,150.0,175,0.53,STRENGTH,5.0,WEIGHT
U0414,2024-06-26,CYCLING,,,,0.79,397.0,109.0,132,0.84,CARDIO,5.0,NW
U0940,2024-12-11,SQUAT,3.0,,57.9,1.03,370.0,142.0,154,0.36,STRENGTH,10.0,WEIGHT
U0696,07-16-2024,BENCHPRESS,3.0,5.0,63.1,0.58,416.0,149.0,163,0.31,STRENGTH,2.0,WEIGHT
U1062,2024-02-06,ROW,,,,0.64,392.0,151.0,170,0.91,CARDIO,5.0,NW
U0120,2024-12-12,CYCLING,,,,1.29,475.0,116.0,129,0.8,CARDIO,1.0,NW
U0820,2024-12-16,YOGA,,,,1.37,595.0,91.0,104,0.83,MOBILITY,5.0,NW
U0548,2024-06-27,ROW,,,,0.49,563.0,105.0,116,0.97,CARDIO,1.0,NW
U0327,12-09-2024,BENCHPRESS,5.0,5.0,40.7,0.56,179.0,147.0,163,0.35,STRENGTH,5.0,WEIGHT
U0191,2024-07-24,BENCHPRESS,5.0,6.0,122.3,0.39,583.0,161.0,181,1.12,STRENGTH,7.0,WEIGHT
 U0299 ,2024-04-28,RUNNING,,,,0.32,233.0,112.0,124,,CARDIO,2.0,NW
U0328,2024-03-31,YOGA,,,,0.68,553.0,132.0,153,0.89,MOBILITY,5.0,NW
U0617,2024-12-23,DEADLIFT,3.0,7.0,108.8,0.35,315.0,153.0,177,0.43,STRENGTH,3.0,WEIGHT
U1063,2024-02-14,CYCLING,,,,0.68,469.0,127.0,142,0.32,CARDIO,6.0,NW
U1110,2024-01-19,YOGA,,,,1.4,487.0,126.0,140,0.77,MOBILITY,1.0,NW
U0182,2024-09-24,BENCHPRESS,3.0,5.0,139.3,0.97,463.0,104.0,115,0.82,STRENGTH,9.0,WEIGHT
U0278,2024-10-23,DEADLIFT,4.0,5.0,92.4,1.02,329.0,135.0,146,0.58,STRENGTH,5.0,WEIGHT
U0171,2024-08-23,RUNNING,,,,1.06,207.0,138.0,156,0.8,CARDIO,5.0,NW
U0107,2024-01-17,ROW,,,,1.08,542.0,,184,0.41,CARDIO,5.0,NW
U0981,2024-03-19,RUNNING,,,,0.4,222.0,122.0,146,0.82,CARDIO,7.0,NW
U0081,2024-07-09,CYCLING,,,,0.9,258.0,104.0,127,1.18,CARDIO,5.0,NW
U0908,02-22-2024,BENCHPRESS,4.0,5.0,120.3,1.15,172.0,144.0,168,,STRENGTH,9.0,WEIGHT
U0019,2024-02-15,BENCHPRESS,3.0,8.0,93.9,0.77,579.0,113.0,133,0.85,STRENGTH,5.0,WEIGHT
U0432,2024-06-03,CYCLING,,,,0.63,458.0,135.0,147,0.79,CARDIO,10.0,NW
U0927,2024-05-01,RUNNING,,,,1.37,262.0,96.0,109,0.9,CARDIO,3.0,NW
U0365,2024-11-23,DEADLIFT,3.0,10.0,49.9,1.0,162.0,135.0,154,0.53,STRENGTH,6.0,WEIGHT
U0169,2024-05-16,DEADLIFT,3.0,5.0,111.4,1.28,517.0,118.0,129,0.32,STRENGTH,5.0,WEIGHT
U0809,2024-02-23,HIIT,,,,1.28,1336.0,95.0,107,0.64,HIIT,7.0,NW
U1169,2024-05-07,YOGA,,,,0.85,587.0,156.0,168,0.48,MOBILITY,5.0,NW
U0830,2024-06-21,YOGA,,,,0.71,361.0,125.0,141,1.08,MOBILITY,7.0,NW
U0471,2024-08-07,BENCHPRESS,5.0,12.0,82.9,0.69,178.0,153.0,164,0.31,STRENGTH,2.0,WEIGHT
U0054,2024-08-14,ROW,,,,1.04,496.0,135.0,160,0.68,CARDIO,4.0,NW
U0671,2024-10-26,ROW,,,,0.65,1666.0,104.0,120,1.12,CARDIO,6.0,NW
U0930,2024-05-18,RUNNING,,,,0.82,587.0,110.0,126,1.16,CARDIO,1.0,NW
U0399,2024-02-04,ROW,,,,0.93,516.0,96.0,113,0.34,CARDIO,4.0,NW
U0378,2024-04-16,YOGA,,,,0.87,305.0,152.0,168,0.44,MOBILITY,5.0,NW
U0252,2024-11-17,RUNNING,,,,1.0,287.0,135.0,150,1.17,CARDIO,5.0,NW
U1020,2024-02-26,RUNNING,,,,0.49,198.0,141.0,155,0.78,CARDIO,5.0,NW
U0751,2024-05-13,YOGA,,,,1.17,412.0,93.0,117,0.73,MOBILITY,5.0,NW
U0297,2024-02-29,SQUAT,4.0,6.0,50.2,1.45,307.0,132.0,151,0.9,STRENGTH,5.0,WEIGHT
U0761,2024-09-29,YOGA,,,,1.4,505.0,146.0,171,0.68,MOBILITY,7.0,NW
U0357,2024-02-09,DEADLIFT,4.0,12.0,118.5,0.76,2446.0,161.0,179,1.17,STRENGTH,5.0,WEIGHT
U0132,2024-08-22,DEADLIFT,4.0,12.0,107.7,0.33,164.0,142.0,157,1.17,STRENGTH,6.0,WEIGHT
U0456,2024-05-16,RUNNING,,,,0.67,464.0,,111,0.56,CARDIO,9.0,NW
U0086,2024-09-30,RUNNING,,,,0.34,,136.0,150,0.47,CARDIO,5.0,NW
U0863,2024-02-23,RUNNING,,,,1.22,530.0,113.0,131,0.93,CARDIO,9.0,NW
U0328,2024-12-13,ROW,,,,0.98,439.0,143.0,153,0.51,CARDIO,1.0,NW
U0269,2024-04-10,SQUAT,5.0,11.0,138.5,1.05,,95.0,114,1.03,STRENGTH,9.0,WEIGHT
U1083,2024-07-20,SQUAT,4.0,,83.5,0.9,290.0,134.0,153,1.02,STRENGTH,6.0,WEIGHT
U0597,2024-01-09,SQUAT,5.0,5.0,51.3,0.65,,163.0,174,0.57,STRENGTH,5.0,WEIGHT
U0134,2024-05-03,CYCLING,,,,0.95,474.0,143.0,168,0.64,CARDIO,5.0,NW
U0838,2024-03-04,DEADLIFT,,10.0,,1.0,292.0,132.0,142,0.91,STRENGTH,6.0,WEIGHT
U0142,2024-03-12,DEADLIFT,3.0,6.0,126.9,0.68,1555.0,161.0,172,0.61,STRENGTH,7.0,WEIGHT
U0659,2024-06-21,HIIT,,,,0.97,226.0,138.0,152,1.06,HIIT,8.0,NW
U0513,2024-10-04,SQUAT,3.0,11.0,65.7,0.45,466.0,164.0,182,0.98,STRENGTH,5.0,WEIGHT
U0858,2024-06-29,RUNNING,,,,1.38,455.0,129.0,143,4.01,CARDIO,5.0,NW
U1121,2024-12-23,CYCLING,,,,1.09,508.0,109.0,127,0.32,CARDIO,5.0,NW
 U0572 ,2024-05-25,SQUAT,5.0,11.0,109.0,0.79,584.0,141.0,151,0.44,STRENGTH,5.0,WEIGHT
U0032,2024-05-19,BENCHPRESS,4.0,12.0,,0.83,456.0,155.0,167,,STRENGTH,5.0,WEIGHT
U0288,2024-07-30,HIIT,,,,0.39,484.0,94.0,105,0.36,HIIT,2.0,NW
U0477,2024-02-05,YOGA,,,,0.82,160.0,159.0,176,0.77,MOBILITY,6.0,NW
U0930,2024-01-24,YOGA,,,,0.37,290.0,152.0,162,0.9,MOBILITY,5.0,NW
U0143,2024-04-29,YOGA,,,,0.34,506.0,160.0,179,1.04,MOBILITY,8.0,NW
U1063,2024-03-16,SQUAT,4.0,11.0,122.4,1.36,513.0,135.0,157,0.92,STRENGTH,5.0,WEIGHT
U0291,2024-11-12,SQUAT,3.0,12.0,103.5,1.29,440.0,120.0,136,0.44,STRENGTH,1.0,WEIGHT
U0083,2024-11-06,SQUAT,4.0,7.0,139.9,1.43,289.0,102.0,127,0.84,STRENGTH,5.0,WEIGHT
U0161,2024-02-08,HIIT,,,,1.36,569.0,134.0,146,0.51,HIIT,8.0,NW
U0522,2024-03-30,CYCLING,,,,0.85,537.0,149.0,163,1.04,CARDIO,5.0,NW
U0271,2024-11-15,RUNNING,,,,1.32,352.0,109.0,133,0.96,CARDIO,5.0,NW
U0754,2024-04-08,RUNNING,,,,0.47,417.0,152.0,169,0.51,CARDIO,4.0,NW
U0643,2024-03-16,RUNNING,,,,1.43,493.0,109.0,132,0.89,CARDIO,5.0,NW
U1176,2024-11-02,SQUAT,4.0,9.0,102.8,0.91,579.0,127.0,152,0.6,STRENGTH,4.0,WEIGHT
U0432,2024-04-14,ROW,,,,1.0,394.0,124.0,139,0.51,CARDIO,8.0,NW
U1174,2024-12-25,CYCLING,,,,0.67,364.0,154.0,175,1.03,CARDIO,5.0,NW
U0751,2024-04-14,CYCLING,,,,0.93,310.0,127.0,152,1.15,CARDIO,5.0,NW
U1037,2024-07-13,HIIT,,,,0.41,161.0,103.0,119,0.85,HIIT,8.0,NW
U0518,2024-03-15,SQUAT,4.0,9.0,42.7,0.59,408.0,150.0,171,1.13,STRENGTH,5.0,WEIGHT
U0317,03-01-2024,ROW,,,,0.31,516.0,157.0,173,0.41,CARDIO,2.0,NW
U1042,2024-11-07,DEADLIFT,4.0,6.0,43.9,0.46,331.0,90.0,110,1.13,STRENGTH,2.0,WEIGHT
U0483,2024-01-30,ROW,,,,1.13,568.0,114.0,129,0.86,CARDIO,5.0,NW
U1195,2024-03-18,SQUAT,3.0,11.0,41.6,0.75,338.0,115.0,134,1.12,STRENGTH,5.0,WEIGHT
U0474,2024-09-09,ROW,,,,1.15,563.0,151.0,165,0.75,CARDIO,3.0,NW
U0707,2024-11-05,SQUAT,5.0,11.0,72.3,1.45,221.0,93.0,105,0.9,STRENGTH,6.0,WEIGHT
U0087,2024-11-02,SQUAT,4.0,12.0,63.4,1.41,513.0,155.0,177,0.99,STRENGTH,2.0,WEIGHT
U0621,2024-12-07,RUNNING,,,,1.43,439.0,136.0,159,0.41,CARDIO,6.0,NW
U1011,2024-12-28,HIIT,,,,0.73,171.0,105.0,126,1.15,HIIT,7.0,NW
U0798,2024-10-26,SQUAT,4.0,11.0,48.0,0.95,546.0,108.0,123,0.45,STRENGTH,8.0,WEIGHT
U0464,07/12/2024,ROW,,,,1.46,474.0,155.0,167,0.31,CARDIO,8.0,NW
 U1063 ,2024-04-19,RUNNING,,,,1.0,496.0,94.0,114,0.96,CARDIO,9.0,NW
U1014,2024-04-27,CYCLING,,,,1.41,350.0,115.0,137,0.68,CARDIO,6.0,NW
U0545,2024-10-17,BENCHPRESS,4.0,6.0,100.1,0.77,411.0,145.0,165,0.44,STRENGTH,5.0,WEIGHT
U0836,2024-03-19,HIIT,,,,1.27,231.0,153.0,171,0.68,HIIT,6.0,NW
U0462,2024-10-19,SQUAT,4.0,8.0,96.5,0.9,314.0,164.0,187,0.87,STRENGTH,5.0,WEIGHT
U0757,2024-10-22,BENCHPRESS,,8.0,135.1,0.56,191.0,,166,0.89,STRENGTH,9.0,WEIGHT
U0122,2024-06-06,CYCLING,,,,1.39,520.0,113.0,134,1.04,CARDIO,7.0,NW
 U0771 ,2024-06-14,SQUAT,4.0,10.0,99.0,0.96,266.0,125.0,137,1.14,STRENGTH,5.0,WEIGHT
U0454,2024-02-26,DEADLIFT,4.0,11.0,106.1,0.96,188.0,107.0,117,0.41,STRENGTH,6.0,WEIGHT
U0739,2024-11-28,CYCLING,,,,1.3,341.0,163.0,181,0.4,CARDIO,7.0,NW
U0072,2024-03-06,HIIT,,,,1.0,262.0,121.0,136,0.36,HIIT,10.0,NW
U0246,2024-12-10,ROW,,,,1.07,592.0,153.0,166,0.8,CARDIO,5.0,NW
U0446,2024-11-15,HIIT,,,,0.56,410.0,135.0,160,0.76,HIIT,5.0,NW
U0116,2024-09-01,YOGA,,,,1.21,169.0,151.0,166,1.09,MOBILITY,6.0,NW
U0959,2024-05-08,ROW,,,,1.1,341.0,114.0,128,0.49,CARDIO,9.0,NW
U0451,2024-06-24,SQUAT,,5.0,61.4,0.66,518.0,122.0,143,1.17,STRENGTH,5.0,WEIGHT
U0363,2024-09-28,HIIT,,,,0.47,150.0,122.0,138,0.96,HIIT,2.0,NW
U0175,2024-05-07,SQUAT,5.0,12.0,65.5,0.96,253.0,144.0,161,,STRENGTH,4.0,WEIGHT
 U0311 ,2024-04-16,ROW,,,,0.98,260.0,93.0,118,0.6,CARDIO,2.0,NW
U1019,2024-05-10,SQUAT,3.0,10.0,95.2,0.47,520.0,108.0,128,0.56,STRENGTH,5.0,WEIGHT
U0675,2024-01-18,HIIT,,,,1.07,451.0,152.0,173,0.73,HIIT,10.0,NW
U0046,2024-06-04,SQUAT,5.0,12.0,80.9,0.48,523.0,121.0,136,0.48,STRENGTH,7.0,WEIGHT
U0023,10/07/2024,RUNNING,,,,1.17,160.0,137.0,158,1.05,CARDIO,7.0,NW
U0689,2024-07-28,DEADLIFT,3.0,10.0,93.4,0.75,294.0,106.0,116,1.06,STRENGTH,5.0,WEIGHT
 U0939 ,2024-10-10,CYCLING,,,,0.95,184.0,129.0,143,1.0,CARDIO,3.0,NW
U0109,2024-01-28,RUNNING,,,,0.81,499.0,92.0,113,0.56,CARDIO,5.0,NW
U0020,2024-05-13,RUNNING,,,,1.0,481.0,101.0,116,0.65,CARDIO,9.0,NW
U0805,2024-03-27,RUNNING,,,,1.4,239.0,155.0,167,1.13,CARDIO,10.0,NW
U1002,2024-08-22,ROW,,,,1.37,564.0,,171,0.48,CARDIO,9.0,NW
U0831,2024-07-27,CYCLING,,,,1.42,372.0,133.0,150,0.96,CARDIO,10.0,NW
U0563,2024-06-09,BENCHPRESS,5.0,8.0,98.6,1.0,471.0,115.0,136,0.35,STRENGTH,2.0,WEIGHT
U0189,2024-10-07,RUNNING,,,,0.84,552.0,129.0,143,0.49,CARDIO,5.0,NW
 U0207 ,2024-09-26,HIIT,,,,0.5,216.0,115.0,127,0.97,HIIT,10.0,NW
U1015,2024-07-09,DEADLIFT,5.0,10.0,97.2,0.69,249.0,141.0,154,0.62,STRENGTH,6.0,WEIGHT
U0090,2024-08-02,ROW,,,,0.98,336.0,120.0,142,0.78,CARDIO,9.0,NW
U0521,2024-03-25,SQUAT,4.0,12.0,99.5,0.49,371.0,116.0,133,0.34,STRENGTH,2.0,WEIGHT
U0863,2024-07-04,RUN,,,,0.38,150.0,137.0,150,0.4,CARDIO,7.0,NW
U0937,2024-01-04,ROW,,,,0.39,565.0,139.0,153,0.32,CARDIO,5.0,NW
U0179,2024-03-19,HIIT,,,,0.4,227.0,190.0,138,0.51,HIIT,5.0,NW
U0285,2024-01-13,JOGGING,,,,0.64,468.0,141.0,160,0.45,CARDIO,8.0,NW
U0655,2024-12-19,CYCLING,,,,0.39,580.0,145.0,157,0.74,CARDIO,10.0,NW
U1004,2024-10-08,RUNNING,,,,1.05,448.0,149.0,171,0.39,CARDIO,3.0,NW
U0313,2024-09-29,SQUAT,5.0,12.0,61.1,5.72,318.0,145.0,167,0.56,STRENGTH,3.0,WEIGHT
U0888,2024-09-17,SQUAT,3.0,7.0,103.7,6.65,256.0,110.0,132,0.61,STRENGTH,6.0,WEIGHT
U0819,2024-03-30,BENCHPRESS,,12.0,69.4,0.57,551.0,118.0,128,0.94,STRENGTH,2.0,WEIGHT
U0959,2024-08-30,SQUAT,4.0,8.0,83.0,0.62,529.0,122.0,144,0.49,STRENGTH,4.0,WEIGHT
U0219,2024-03-25,SQUAT,5.0,12.0,62.2,1.0,161.0,152.0,173,0.7,STRENGTH,3.0,WEIGHT
U0358,2024-06-17,YOGA,,,,1.36,418.0,141.0,160,0.68,MOBILITY,1.0,NW
U0252,2024-01-28,CYCLING,,,,1.13,246.0,132.0,150,1.17,CARDIO,5.0,NW
U0688,2024-08-26,RUNNING,,,,1.3,,134.0,152,0.93,CARDIO,5.0,NW
U0677,2024-05-06,HIIT,,,,0.83,209.0,97.0,114,1.11,HIIT,7.0,NW
U0164,2024-10-21,YOGA,,,,0.99,505.0,109.0,123,0.46,FLEXIBILITY,1.0,NW
U0090,2024-07-05,RUNNING,,,,1.29,397.0,122.0,145,0.45,CARDIO,8.0,NW
U0420,2024-09-03,BENCHPRESS,5.0,10.0,54.8,1.34,576.0,110.0,121,0.82,STRENGTH,7.0,WEIGHT
U0052,2024-11-23,RUNNING,,,,1.0,472.0,137.0,148,0.32,CARDIO,9.0,NW
U0455,2024-02-07,SQUAT,4.0,,79.5,0.54,538.0,117.0,134,1.18,STRENGTH,5.0,WEIGHT
U0968,2024-12-06,RUNNING,,,,1.13,533.0,148.0,172,0.44,CARDIO,4.0,NW
U0480,2024-07-03,BENCHPRESS,5.0,12.0,45.3,0.69,565.0,162.0,186,0.5,STRENGTH,10.0,WEIGHT
U0272,12/01/2024,RUNNING,,,,0.53,169.0,95.0,114,0.81,CARDIO,6.0,NW
U0352,2024-08-29,YOGA,,,,0.44,261.0,163.0,185,1.2,MOBILITY,8.0,NW
U0476,2024-04-08,DEADLIFT,5.0,8.0,82.2,1.49,567.0,131.0,154,0.81,STRENGTH,1.0,WEIGHT
U1010,2024-09-19,SQUAT,3.0,10.0,90.6,1.31,472.0,122.0,138,0.82,STRENGTH,5.0,WEIGHT
 U0147 ,2024-10-26,BENCHPRESS,3.0,7.0,110.5,0.54,360.0,157.0,172,0.36,STRENGTH,5.0,WEIGHT
U0924,2024-08-16,YOGA,,,,0.52,486.0,90.0,110,1.12,MOBILITY,6.0,NW
U0871,2024-09-10,ROW,,,,1.11,348.0,132.0,151,1.12,CARDIO,5.0,NW
U0244,2024-12-04,BENCHPRESS,4.0,,65.3,0.77,296.0,121.0,145,0.6,STRENGTH,5.0,WEIGHT
U1011,2024-09-09,DEADLIFT,4.0,6.0,126.4,0.35,164.0,147.0,165,0.55,STRENGTH,10.0,WEIGHT
U0303,2024-11-29,DEADLIFT,4.0,9.0,126.4,0.99,230.0,149.0,164,0.71,STRENGTH,8.0,WEIGHT
U1134,2024-06-16,RUNNING,,,,0.67,599.0,129.0,140,0.38,CARDIO,4.0,NW
U0843,2024-09-09,SQUAT,3.0,,73.9,0.36,251.0,164.0,175,1.1,STRENGTH,1.0,WEIGHT
U0738,2024-01-08,ROW,,,,0.8,418.0,143.0,154,1.05,CARDIO,2.0,NW
U0633,2024-02-03,ROW,,,,0.76,238.0,133.0,155,0.52,ENDURANCE,5.0,NW
 U1078 ,2024-07-06,SQUAT,5.0,,,1.35,164.0,149.0,169,0.69,STRENGTH,5.0,WEIGHT
U0481,2024-10-11,RUNNING,,,,0.36,353.0,161.0,181,0.69,CARDIO,5.0,NW
U0035,2024-10-04,CYCLING,,,,0.32,290.0,96.0,110,0.38,CARDIO,8.0,NW
U0603,2024-02-06,DEADLIFT,4.0,5.0,87.9,0.95,545.0,156.0,175,0.35,STRENGTH,4.0,WEIGHT
U0094,2024-07-18,HIIT,,,,0.49,171.0,142.0,155,0.47,HIIT,9.0,NW
U0211,2024-03-11,YOGA,,,,1.14,468.0,119.0,129,0.35,MOBILITY,3.0,NW
 U0690 ,2024-08-29,BENCHPRESS,3.0,12.0,79.6,1.07,283.0,178.0,159,0.98,STRENGTH,10.0,WEIGHT
U0965,2024-03-03,SQUAT,3.0,9.0,127.6,1.27,488.0,162.0,179,,STRENGTH,2.0,WEIGHT
U0553,2024-01-14,SQUAT,3.0,,119.3,0.68,413.0,162.0,172,0.33,STRENGTH,4.0,WEIGHT
U0491,2024-11-14,YOGA,,,,0.4,535.0,138.0,150,0.69,MOBILITY,2.0,NW
U0376,2024-08-04,BENCHPRESS,4.0,7.0,95.0,1.4,196.0,121.0,134,0.79,STRENGTH,4.0,WEIGHT
U0085,2024-08-03,CYCLING,,,,1.0,372.0,138.0,148,0.84,CARDIO,6.0,NW
U1090,2024-12-18,DEADLIFT,3.0,12.0,48.8,0.92,461.0,160.0,172,0.73,STRENGTH,10.0,WEIGHT
U0307,2024-10-18,RUNNING,,,,1.0,341.0,146.0,165,0.84,CARDIO,5.0,NW
U0520,2024-08-26,RUNNING,,,,1.3,173.0,134.0,153,0.78,CARDIO,4.0,NW
U0153,2024-05-10,HIIT,,,,1.34,541.0,112.0,124,0.5,HIIT,5.0,NW
U0947,2024-07-15,ROW,,,,0.88,358.0,158.0,172,,CARDIO,5.0,NW
U1193,2024-01-22,CYCLING,,,,1.19,175.0,109.0,134,0.85,CARDIO,9.0,NW
U0214,2024-04-05,YOGA,,,,0.3,232.0,163.0,179,0.85,MOBILITY,5.0,NW
U0645,2024-09-13,SQUAT,3.0,,135.9,1.27,431.0,136.0,147,0.62,STRENGTH,5.0,WEIGHT
U0775,2024-10-10,DEADLIFT,4.0,7.0,87.9,1.24,311.0,158.0,169,0.34,STRENGTH,6.0,WEIGHT
U0323,2024-07-09,DEADLIFT,4.0,5.0,74.3,0.78,560.0,95.0,112,1.13,STRENGTH,4.0,WEIGHT
U0366,2024-04-21,CYCLING,,,,0.48,186.0,91.0,105,0.43,CARDIO,5.0,NW
 U1164 ,2024-03-27,RUNNING,,,,1.28,470.0,126.0,142,0.91,CARDIO,6.0,NW
U0460,2024-04-04,SQUAT,4.0,10.0,80.1,1.24,465.0,114.0,138,0.36,STRENGTH,4.0,WEIGHT
 U0897 ,2024-05-14,ROW,,,,1.47,513.0,153.0,171,0.58,CARDIO,9.0,NW
U0919,2024-02-03,HIIT,,,,0.6,531.0,95.0,111,0.42,HIIT,4.0,NW
U0228,2024-08-24,SQUAT,3.0,11.0,64.8,0.62,258.0,90.0,108,0.37,STRENGTH,4.0,WEIGHT
U0385,2024-06-20,CYCLING,,,,6.71,156.0,133.0,145,0.81,CARDIO,9.0,NW
U0748,2024-04-17,BENCHPRESS,,6.0,104.6,0.44,486.0,118.0,140,0.44,STRENGTH,5.0,WEIGHT
U0349,2024-08-14,HIIT,,,,0.62,299.0,150.0,171,0.99,HIIT,9.0,NW
U0604,2024-11-20,HIIT,,,,0.9,366.0,125.0,140,0.72,HIIT,5.0,NW
U0677,2024-12-31,BENCHPRESS,5.0,6.0,52.3,1.14,573.0,143.0,159,,STRENGTH,5.0,WEIGHT
U1094,2024-03-26,RUNNING,,,,1.28,450.0,119.0,131,,CARDIO,10.0,NW
U0518,2024-03-30,CYCLING,,,,0.48,517.0,156.0,174,,CARDIO,5.0,NW
U0163,2024/01/27,BENCHPRESS,5.0,9.0,96.6,0.68,201.0,120.0,131,0.47,STRENGTH,9.0,WEIGHT
U0988,2024-08-31,YOGA,,,,0.36,498.0,95.0,106,0.93,MOBILITY,3.0,NW
U0786,2024-12-03,YOGA,,,,0.88,445.0,91.0,116,1.1,MOBILITY,5.0,NW
U0644,2024-01-07,RUNNING,,,,0.67,447.0,139.0,158,0.52,CARDIO,5.0,NW
U0142,2024-10-27,HIIT,,,,1.14,235.0,125.0,149,1.2,HIIT,7.0,NW
U1157,2024-12-23,HIIT,,,,0.98,469.0,114.0,124,1.07,HIIT,5.0,NW
U0135,2024-02-11,RUNNING,,,,0.72,,162.0,180,0.73,ENDURANCE,8.0,NW
U1198,06/06/2024,SQUAT,5.0,9.0,127.2,0.56,303.0,154.0,172,0.63,STRENGTH,1.0,WEIGHT
U0280,2024-08-05,HIIT,,,,0.43,205.0,146.0,165,0.7,HIIT,10.0,NW
U0241,2024-05-19,BENCHPRESS,5.0,5.0,99.2,0.44,486.0,106.0,126,,STRENGTH,9.0,WEIGHT
U0184,2024-05-11,BENCHPRESS,4.0,9.0,45.9,1.48,342.0,,142,0.79,STRENGTH,4.0,WEIGHT
U0878,2024-08-21,CYCLING,,,,0.37,272.0,122.0,132,0.95,CARDIO,5.0,NW
