user_id,date,exercise,sets,reps,weight_kg,session_duration_hr,calories_burned,avg_bpm,max_bpm,water_intake_l,workout_type,workout_difficulty
U0011,2024-04-07, Squat ,5.0,5.0,131.2,0.42,513.0,114.0,136,0.8, Strength ,10-10
U0044,2024-10-20,SQUAT,5.0,7.0,40.5,1.2,452.0,150.0,169,0.35,Strength,9/10
U0016,2024-05-13,Bench Press,3.0,5.0,90.4,0.53,519.0,99.0,121,0.47,Strength,2
U0774,2024-04-01,Bench Press,4.0,11.0,102.5,1.05,563.0,145.0,170,0.79,Strength,3 (easy)
 U0223 ,2024-01-25,Squat,4.0,11.0,54.2,1.21,182.0,113.0,138,1.2,Strength, 3
U0136,2024-02-28,Rowing,,,,1.49,313.0,128.0,153,1.14,Cardio,Level 2
U0865,2024-07-01,Bench Press,5.0,9.0,124.9,1.49,420.0,95.0,116,0.74,Strength,N/A
U0674,2024-09-15,Cycling,,,,1.25,549.0,122.0,140,0.36,Cardio,1 
U1001,2024-08-14,Rowing,,,,1.33,201.0,137.0,161,0.53,Endurance,1
U0862,2024-07-22,Deadlift,4.0,9.0,54.7,0.78,512.0,163.0,175,1.06,Strength,ten
U1149,2024-07-26,Cycling,,,,0.91,406.0,154.0,173,0.67,CARDIO,5 (easy)
U0635,2024-04-24,Cycling,,,,1.02,464.0,101.0,118,0.76,Cardio,7.0
U0923,2024-04-29,Deadlift,4.0,11.0,42.0,1.22,241.0,159.0,169,1.15,Strength,6-10
U0480,2024-01-09,Yoga,,,,1.43,183.0,121.0,139,0.44,Mobility,1 
U0213,29/07/2024,Rowing,,,,1.24,477.0,120.0,138,0.93,Endurance,9 
U0315,2024-05-12,Bike,,,,1.5,592.0,150.0,166,0.58,Endurance,2 
U0647,2024-03-04,Bench Press,3.0,12.0,116.5,0.98,1940.0,127.0,145,0.31,Strength,N/A
U0979,2024-12-31,Deadlift,4.0,7.0,102.4,1.01,347.0,158.0,174,,Strength,8
U0111,2024-09-16,Cycling,,,,1.34,571.0,121.0,143,0.68,Cardio,
U0970,2024-08-29,Squat,5.0,5.0,132.4,0.85,362.0,132.0,151,0.62,Strength, 4
U0925,2024-12-28,Bench Press,3.0,10.0,79.8,0.73,,110.0,135,0.66,Strength,6-10
U0127,2024-03-20,Yoga,,,,0.9,437.0,146.0,169,0.35,Mobility,10
U0510,2024-02-12,Deadlift,4.0,12.0,66.8,1.36,583.0,143.0,154,1.18,Strength,5-10
U1179,2024-12-10,Rowing,,,,0.97,584.0,133.0,156,0.52,Cardio,N/A
U0688,10-03-2024,Cycling,,,,0.99,496.0,153.0,169,0.66,Cardio,N/A
U0374,2024-05-19,Cycling,,,,0.47,265.0,123.0,137,0.76, Cardio ,7
U0889,2024-06-25,High Intensity Interval Training,,,,1.27,403.0,160.0,178,,HIIT,4-10
U1100,2024-03-21,Squat,5.0,12.0,65.6,1.23,273.0,147.0,161,0.64,Strength,ten
U0249,2024-11-11,Squat,4.0,8.0,61.3,0.38,492.0,118.0,132,1.03,Strength,2 
U0934,2024-10-31,Yoga,,,,0.32,411.0,153.0,170,0.66,Mobility,6 out of 10
U1046,2024-01-01,Yoga,,,,0.49,541.0,94.0,116,0.9,Mobility,
U0683,2024-09-08,Squat,4.0,5.0,53.9,1.13,,133.0,146,0.93,Strength,N/A
U0660,06-19-2024,Yoga,,,,1.43,582.0,154.0,166,1.16,Mobility,6 (easy)
U0253,2024-10-14, Bench Press ,4.0,11.0,,0.57,435.0,94.0,119,0.92,Strength,1
U0556,2024-06-17,Squat,5.0,8.0,96.5,0.46,200.0,109.0,123,,Strength,6
U0066,2024-12-10,Rowing,,,,1.5,421.0,,179,0.73,Cardio,N/A
U0684,2024-04-09,HIIT,,,,1.21,476.0,112.0,137,0.39,HIIT,2.0
U0856,2024-11-12,Running,,,,6.57,203.0,148.0,168,0.69,Cardio,5
U0541,2024-04-02,rowing,,,,1.01,291.0,135.0,157,0.46,Cardio,N/A
U0292,2024-12-02, Cycling ,,,,0.32,,94.0,108,0.83,Cardio,Level 10
U0972,2024-04-16,HIIT,,,,0.37,229.0,120.0,134,1.09,HIIT,N/A
U0597,2024-08-13,Squat,4.0,6.0,123.6,1.37,482.0,118.0,135,0.39,Strength,4
U1198,2024-04-30,Yoga,,,,0.8,585.0,99.0,111,0.69,Mobility,9 out of 10
U0803,2024-06-05,Running,,,,1.13,578.0,104.0,120,0.82,Cardio,8
U0816,2024-04-24,Squat,4.0,9.0,111.0,0.8,335.0,90.0,102,0.85,Str,8
 U0195 ,2024-02-16,Rowing,,,,0.97,241.0,157.0,173,0.91,Cardio, 4
U1081,2024-06-10,Squat,3.0,,108.8,1.49,183.0,179.0,132,1.19,Strength,N/A
U0869,2024-05-10,Deadlift,4.0,8.0,128.1,0.5,417.0,150.0,175,0.93,Strength,10.0
 U0474 ,2024-04-18,HIIT,,,,1.24,560.0,113.0,135,1.14,HIIT,9
U0838,2024-02-11,RUN,,,,0.49,,123.0,138,1.12,Cardio,7 (easy)
U0428,2024-08-31,Bench Press,4.0,6.0,116.4,5.68,228.0,104.0,126,0.51,Strength, 1
U0506,2024-02-25,Deadlift,3.0,12.0,70.4,1.4,247.0,123.0,145,0.54,Strength,
U0259,2024-10-03,Squat,5.0,6.0,113.2,0.41,250.0,98.0,120,0.36,Strength, 4
U0742,2024-04-24,Yoga,,,,1.38,251.0,115.0,125,0.55,Mobility,
U0553,2024-03-23, Rowing ,,,,1.36,513.0,133.0,144,0.83,Cardio,
U1074,2024-12-17,Yoga,,,,1.4,537.0,174.0,136,0.54,Mobility,10-10
U0566,2024-07-16,Bench Press,4.0,9.0,67.5,1.25,342.0,135.0,147,0.6, Strength ,
U0901,2024-06-28,Rowing,,,,0.89,447.0,162.0,177,,CARDIO,3 
U0158,2024-02-10,Running,,,,,592.0,164.0,180,,Cardio,N/A
U0530,2024-10-22,Rowing,,,,0.46,321.0,161.0,176,0.66, Cardio ,4.0
U0842,2024-08-12,Bench Press,,12.0,139.4,0.84,328.0,103.0,117,0.39,Strength,Level 9
U0832,2024-08-18,BENCH PRESS,4.0,7.0,49.3,0.36,221.0,161.0,182,0.64,Strength,
 U0898 ,2024-09-26,Rowing,,,,0.85,302.0,135.0,150,0.53,Cardio,4
U0456,2024-03-10, Yoga ,,,,1.49,354.0,105.0,117,,Flexibility,Level 10
U0228,2024-06-16,Yoga,,,,1.36,401.0,139.0,161,0.38,Mobility,5.0
U0504,2024-12-20,Bench Press,4.0,9.0,108.9,1.31,170.0,105.0,125,0.4,Strength,7 (easy)
U0807,2024-09-21,squat,3.0,11.0,106.9,1.27,580.0,109.0,130,0.57,Strength,9.0
U1089,2024-07-09,BENCH PRESS,4.0,7.0,117.1,0.37,324.0,135.0,145,0.54,Strength,2
U0288,2024-06-30,HIIT,,,,0.42,372.0,134.0,149,0.43,HIIT,N/A
U0314,2024-07-08,Running,,,,1.11,542.0,130.0,149,0.79,Cardio,N/A
U1146,2024-11-22,Rowing,,,,0.76,405.0,98.0,112,0.55,Cardio,8
U1010,2024-05-04,ROW,,,,1.29,443.0,153.0,177,0.86,Cardio,1
U1037,2024-09-04,Rowing,,,,1.44,286.0,152.0,170,0.9,Cardio, 10
U0012,2024-03-01,Running,,,,1.43,468.0,126.0,141,0.93,Cardio,5 (easy)
U0507,2024-03-31,Bike,,,,,386.0,109.0,124,1.13,Cardio,7-10
U0952,2024-06-07,Deadlift,4.0,6.0,118.8,0.93,,149.0,160,0.33,Strength,
U0819,2024-01-16,Running,,,,1.33,230.0,123.0,137,0.99,Cardio,9 (hard)
U0338,2024-06-16,HIIT,,,,1.14,413.0,137.0,155,0.95,HIIT,2.0
U0719,2024-07-01,Bench Press,4.0,5.0,45.3,3.57,1786.0,128.0,144,0.88,Strength, 3
U0397,2024-02-10,Deadlift,3.0,12.0,55.0,0.59,494.0,132.0,149,0.77,Strength,8 (hard)
U0115,2024-06-20,Deadlift,5.0,5.0,42.8,0.77,253.0,111.0,128,1.18,Strength,4 
U0786,2024-09-24,SQUAT,4.0,6.0,133.4,1.09,393.0,127.0,142,0.61,Strength,
U0278,2024-04-14,Bench Press,4.0,6.0,127.4,0.68,202.0,101.0,122,0.92,Strength,10 
U0172,2024-10-01,Bench Press,4.0,11.0,96.6,0.75,414.0,143.0,164,0.88,Strength,N/A
U0667,2024-05-15,Yoga,,,,0.95,319.0,158.0,180,1.05, Mobility , 1
U0031,2024-04-21,HIIT,,,,1.47,208.0,138.0,154,0.98,HIIT,9
U0682,2024-12-12,HIIT,,,,0.36,586.0,98.0,121,0.66,HIIT,
U0405,2024/05/23,Cycling,,,,0.56,424.0,93.0,114,0.52,Cardio,6 
U0089,2024-06-02,Rowing,,,,0.71,173.0,123.0,137,0.62,cardio,6-10
U0655,2024-10-15,Yoga,,,,0.47,503.0,130.0,144,0.45,Mobility,7-10
U0804,2024-06-17,Bench Press,3.0,12.0,140.0,0.91,564.0,144.0,163,1.13,Strength,10 out of 10
U0961,01-18-2024,Back Squat,3.0,11.0,78.2,0.95,390.0,160.0,177,0.93,Strength,2
U0458,2024-03-11,Rowing,,,,0.65,591.0,118.0,140,1.06,Cardio,Level 2
U0887,2024-10-14,Running,,,,0.67,432.0,108.0,133,0.79,Cardio,5 (easy)
U0709,2024-10-10,Bench Press,5.0,5.0,50.1,1.17,491.0,161.0,176,,Strength,2
U0928,2024-03-07,Yoga,,,,1.02,572.0,112.0,136,0.54,Mobility,2 
U1168,2024-06-01,Rowing,,,,0.43,555.0,105.0,124,0.74,Cardio,1 (easy)
U0553,2024-02-23,HIIT,,,,1.04,564.0,135.0,151,0.76,HIIT,Level 7
U1020,2024-11-09, Squat ,,5.0,130.3,0.41,,111.0,133,1.18,Strength,10 out of 10
U0552,2024-04-09,Rowing,,,,0.75,288.0,113.0,132,1.13,Cardio,ten
U0063,2024-10-07,Squat,3.0,8.0,71.2,0.96,423.0,140.0,156,0.73,Strength,7/10
U0428,2024-06-04,Running,,,,0.79,436.0,107.0,119,,Cardio,2 out of 10
 U1123 ,2024-02-20,Deadlift,5.0,10.0,103.3,0.67,251.0,106.0,125,0.96,Strength,1/10
U0183,2024-04-06,HIIT,,,,0.7,240.0,116.0,132,0.93,HIIT,4/10
U0987,2024-11-15,Squat,5.0,8.0,138.1,0.79,569.0,125.0,136,1.13,STRENGTH,1 
U0747,2024-04-29,Bench Press,3.0,12.0,124.4,0.7,390.0,146.0,163,0.61,Strength,4.0
U0568,2024-10-29,HIIT,,,,0.87,519.0,127.0,152,0.38,HIIT,1 (easy)
U0904,2024-10-23,Rowing,,,,1.04,301.0,150.0,167,0.77,Cardio,2 out of 10
U0251,2024-03-22,DEADLIFT,5.0,6.0,109.9,0.49,564.0,144.0,154,0.42,Strength,Level 7
U0564,05-26-2024,running,,,,0.35,332.0,106.0,119,0.66, Cardio ,7 (easy)
U0015,2024-12-28,Running,,,,0.44,277.0,140.0,154,0.33,Cardio,9 (hard)
U0497,2024-10-19,Cycling,,,,0.38,228.0,95.0,114,,Cardio,8 out of 10
U1006,2024-03-07,Cycling,,,,1.27,583.0,156.0,180,0.63,Cardio,3 
U0262,2024-03-12,Yoga,,,,1.43,269.0,161.0,176,0.42,Flexibility,N/A
U0995,2024-12-29,H.I.I.T,,,,1.23,191.0,137.0,149,0.93,HIIT,Level 2
U0263,2024-01-10,Rowing,,,,0.31,204.0,118.0,139,0.92,Cardio,7
U0737,2024-05-14,Cycling,,,,1.09,292.0,115.0,131,0.44,Cardio,
U0939,2024-08-25,Squat,,10.0,134.2,0.56,360.0,92.0,111,0.34,Strength,
U1068,2024-12-06,Running,,,,0.9,360.0,126.0,137,0.63,Cardio,
U0736,2024-07-18,BENCH PRESS,3.0,8.0,79.8,0.38,249.0,106.0,127,0.73,strength,5
U0672,2024-09-27,Bench Press,4.0,,86.5,1.05,373.0,103.0,121,0.6,Strength,7 out of 10
U1044,2024-11-15,Cycling,,,,1.17,186.0,105.0,128,1.08,Cardio,5 out of 10
U0820,2024-01-11,Indoor Rowing,,,,0.48,408.0,159.0,181,0.84,Cardio, 5
U0013,2024-01-05,Cycling,,,,0.53,153.0,152.0,172,0.86,CARDIO,5 
U0910,2024-10-24,Cycling,,,,0.91,428.0,104.0,126,,Cardio, 10
U0437,2024-05-23,Running,,,,1.07,572.0,164.0,175,0.43,Endurance,2
U1088,2024-07-05, HIIT ,,,,0.96,236.0,118.0,142,0.63,High Intensity,2/10
U0290,2024-06-23,Deadlift,5.0,11.0,65.7,1.08,359.0,115.0,134,1.17,Strength,ten
U0287,2024-11-10,Yoga,,,,0.98,427.0,134.0,146,0.38,Mobility,N/A
U1013,2024-09-02,Running,,,,1.07,452.0,110.0,129,0.32,Cardio,7.0
U0064,2024-11-22,Squat,3.0,7.0,,0.45,367.0,96.0,119,1.13,strength,Level 5
U0466,2024-02-13,Rowing,,,,0.34,327.0,122.0,134,1.02,Cardio,10.0
U1190,2024-12-05,BENCH PRESS,4.0,6.0,111.1,1.11,365.0,97.0,110,0.34,Strength,N/A
U0689,2024-02-24,Bench Press,3.0,9.0,130.3,1.24,588.0,94.0,114,0.55,Strength,4 
U0317,2024-08-17,Deadlift,3.0,10.0,60.4,0.46,505.0,155.0,167,,Strength,
U1107,2024-08-30, Bench Press ,5.0,5.0,98.8,0.55,342.0,103.0,113,0.31,Strength,2
U0334,07-30-2024,Yoga,,,,0.69,157.0,172.0,120,0.63,Mobility,1-10
U0110,2024-04-16,Cycling,,,,0.85,227.0,106.0,120,0.77,Cardio,2
U0635,2024-11-13,Deadlift,4.0,10.0,44.1,0.46,273.0,144.0,165,0.73,Strength,2.0
U0981,2024-10-06,Running,,,,0.87,253.0,116.0,139,0.98,Cardio,2
U0478,2024-02-10,Yoga,,,,1.31,541.0,93.0,111,0.73,Mobility,
U0767,2024-05-20,Squat,4.0,12.0,85.7,1.05,278.0,107.0,128,1.19,Strength,2/10
U0131,2024-11-30,Running,,,,0.99,388.0,149.0,172,,Cardio, 2
U0011,2024-08-15,Cycling,,,,0.72,382.0,114.0,124,0.89,Cardio,2 (easy)
U1130,2024-01-21,Yoga,,,,0.91,150.0,120.0,142,0.34,Mobility,
U1055,2024-11-02,Running,,,,0.64,,130.0,144,0.96,Cardio,N/A
U0427,2024-10-17,HIIT,,,,0.55,570.0,125.0,146,, HIIT ,ten
U0762,2024-04-28,Running,,,,1.45,470.0,,141,1.11,Cardio,N/A
U0613,2024-04-23,Deadlift,5.0,6.0,99.3,1.4,280.0,145.0,159,0.87,Strength,7
U0585,2024-10-20,Rowing,,,,0.55,395.0,126.0,147,0.62, Endurance ,
U0188,2024-05-14,HIIT,,,,0.58,416.0,133.0,151,0.83,HIIT,6.0
U0530,2024-11-28,Running,,,,,,120.0,140,0.53,Cardio,7 out of 10
U1110,2024-06-27, Yoga ,,,,0.66,345.0,155.0,179,0.75,Mobility,
U0514,2024-03-03, Running ,,,,0.98,324.0,125.0,149,0.6,Cardio,N/A
U0740,2024-02-19,Cycling,,,,1.17,256.0,143.0,160,0.43,Cardio,3 out of 10
U0032,2024-02-13,Running,,,,1.36,599.0,101.0,112,0.84,Cardio,9-10
U0874,2024-11-24,Squat,3.0,8.0,105.2,0.41,201.0,98.0,114,0.93,Strength,4/10
U1168,2024-08-13,Deadlift,3.0,7.0,127.6,0.82,476.0,108.0,120,0.46,Strength,Level 9
U0612,2024/06/03,Deadlift,3.0,9.0,45.1,1.07,493.0,136.0,154,,Strength,3 (easy)
U1084,2024-10-03,Yoga,,,,1.02,244.0,116.0,130,0.36,Mobility, 2
U1143,2024-05-02,Cycling,,,,0.89,292.0,135.0,146,1.04,CARDIO,7
U0200,2024-06-27,HIIT,,,,1.41,459.0,93.0,105,0.86,HIIT,10 (hard)
U0974,2024-09-22,Squat,4.0,6.0,132.6,0.66,339.0,201.0,160,1.0,Strength, 5
U0585,2024/07/18,Bench Press,5.0,12.0,97.2,0.34,428.0,135.0,155,0.78,Strength,
U0817,2024-01-31,HIIT,,,,1.4,206.0,92.0,107,0.88,HIIT,N/A
U1086,2024-11-30,Deadlift,5.0,8.0,74.1,1.19,241.0,140.0,152,0.35, Strength ,10
U1074,2024-10-04,Cycling,,,,1.08,399.0,100.0,119,0.52,Cardio,ten
U0467,2024-02-24,Rowing,,,,1.11,494.0,162.0,174,0.5,Cardio,
U1132,2024-05-27,deadlift,3.0,12.0,,0.72,206.0,143.0,154,0.52,Strength,3 
U1046,2024-04-16,Rowing,,,,0.41,231.0,113.0,128,0.91,Cardio,N/A
U0201,2024-05-03,Rowing,,,,0.41,351.0,152.0,163,0.49,Cardio,N/A
U0306,28/06/2024, Running ,,,,1.22,333.0,119.0,139,,Cardio, 7
U0370,2024-06-06, Rowing ,,,,1.07,287.0,173.0,155,,Cardio,6
U0735,2024-08-18,Rowing,,,,1.25,470.0,113.0,138,0.77,Cardio,7
U0229,2024-02-01,Bench Press,5.0,7.0,69.5,0.35,238.0,92.0,112,0.81,Strength,4.0
 U0405 ,2024-10-09, Squat ,4.0,12.0,69.6,1.1,309.0,134.0,148,0.89,Strength,1.0
U0601,2024-12-27,Bench Press,4.0,8.0,59.0,1.1,209.0,91.0,107,0.92,Strength,N/A
U1180,2024-11-07,Bench Press,5.0,6.0,106.1,0.88,272.0,151.0,173,1.15,Strength,3 out of 10
U0535,2024-10-16,Deadlift,4.0,6.0,,1.43,285.0,161.0,174,0.79,Strength,3 out of 10
U1147,2024-10-01,Squat,3.0,12.0,79.8,0.47,203.0,140.0,162,0.83,Strength,Level 4
U1124,2024-05-16,Back Squat,5.0,11.0,89.2,0.79,208.0,154.0,178,0.72,Strength,2.0
 U0577 ,2024-09-05,Bench Press,4.0,12.0,137.0,1.1,,117.0,128,,Strength,1
U1038,2024-03-20,Yoga,,,,1.34,514.0,131.0,147,,Mobility,
U0324,2024-11-02,rowing,,,,1.28,561.0,134.0,149,0.71,Cardio,6
U0434,2024-04-30,Deadlift,5.0,11.0,72.0,1.29,472.0,152.0,165,,Strength,6 
U0608,2024-03-23,Running,,,,0.65,556.0,90.0,110,0.36, Cardio ,
U0439,2024-04-07,Running,,,,0.42,597.0,117.0,132,0.59,Endurance,2-10
U0441,2024-11-26,Rowing,,,,1.18,251.0,121.0,134,0.95,Cardio, 1
U0252,2024-09-05,HIIT,,,,1.42,232.0,124.0,148,0.65,HIIT,N/A
U0155,2024-09-20,HIIT,,,,0.51,469.0,114.0,126,0.85,HIIT,
U1055,2024-05-19,Yoga,,,,0.77,354.0,92.0,106,0.61,Mobility,3 out of 10
U1057,12/02/2024,bench press,3.0,10.0,131.5,0.39,201.0,140.0,151,0.96,Strength, 8
U0269,2024-12-22,Rowing,,,,1.01,555.0,143.0,161,0.3,Cardio,8 
U0655,2024-02-23,Squat,,12.0,65.2,0.99,517.0,137.0,154,1.02, Strength ,
U0516,2024-01-01,HIIT,,,,0.95,361.0,127.0,137,1.14,HIIT,9.0
U0877,2024-01-29,running,,,,0.81,248.0,145.0,162,0.37,Cardio,10
U0589,2024-12-22,rowing,,,,1.15,473.0,163.0,182,0.48,Cardio,2 out of 10
U0771,2024-06-06,Rowing,,,,0.35,523.0,100.0,110,0.56,Cardio,9-10
U0118,2024-09-29,Rowing,,,,0.91,530.0,96.0,114,1.17,Cardio,6
U0673,2024-11-16,HIIT,,,,1.06,189.0,113.0,130,0.53,hiit,7
U0433,2024-04-04,Cycling,,,,0.54,205.0,155.0,171,0.71,Cardio,1
U0614,2024-09-03,Rowing,,,,1.41,193.0,139.0,158,0.87,Cardio,9/10
U1189,2024-03-07,YOGA,,,,1.31,315.0,155.0,165,0.81,MOBILITY,Level 1
U0721,2024-12-21,Running,,,,0.98,178.0,116.0,139,0.66,Cardio,7-10
U0338,2024-10-18,Cycling,,,,0.54,475.0,161.0,186,0.71,Cardio,3/10
U0570,2024-05-19,Squat,3.0,7.0,112.5,1.44,308.0,154.0,176,,Str,6
U0480,2024-03-23,Yoga,,,,0.36,161.0,158.0,175,0.63,Mobility,6/10
U0005,2024-04-25,Squat,3.0,5.0,88.6,0.51,179.0,164.0,182,1.06,Strength, 6
U1178,2024-10-10,Yoga,,,,0.51,414.0,118.0,139,0.88,Mobility,1 (easy)
U0886,2024-05-15,Running,,,,1.12,,105.0,115,0.52,Cardio,9.0
U0203,2024-07-28,Yoga Flow,,,,0.31,175.0,121.0,137,0.35,Mobility,N/A
U0794,2024-11-13,Deadlift,5.0,11.0,56.9,1.07,480.0,153.0,168,0.52,Strength,3 out of 10
U0200,2024-11-23,running,,,,0.66,340.0,109.0,122,0.61,cardio,
U0747,2024-07-22,HIIT,,,,0.75,469.0,100.0,111,0.85,HIIT,4/10
U0869,2024-08-03,Running,,,,0.61,432.0,137.0,151,0.9,Cardio,
 U0817 ,2024-05-06,Rowing,,,,1.29,598.0,164.0,182,0.61,cardio,1 (easy)
U1005,2024-03-09,Rowing,,,,0.63,287.0,123.0,144,0.36,Cardio,6
U0917,2024-03-21,Deadlift,5.0,5.0,47.5,0.64,287.0,156.0,166,1.05, Str ,9.0
U0687,2024-11-22, Running ,,,,0.95,378.0,90.0,101,0.43,Cardio,8.0
U0994,2024-08-16,Rowing,,,,1.39,241.0,157.0,172,0.93,CARDIO,
U0566,2024-09-22,Running,,,,1.34,157.0,159.0,180,0.96,cardio,
U0117,2024-06-11,BenchPress,3.0,8.0,137.2,0.8,458.0,105.0,123,1.18,Str,
 U0012 ,2024-10-14,Running,,,,1.41,463.0,131.0,141,0.55,Cardio,2-10
U1137,2024-04-24,Yoga,,,,1.41,331.0,133.0,158,0.71,Mobility,6.0
U0458,2024-08-03,Deadlift,3.0,8.0,79.1,1.22,238.0,159.0,172,0.86,STRENGTH,2.0
U0037,2024-02-14,deadlift,5.0,,89.1,0.83,180.0,109.0,121,0.83,Strength,N/A
U1185,2024-02-08,Running,,,,1.29,189.0,131.0,146,0.46,Cardio,10 
U0135,2024-08-17,running,,,,0.49,512.0,108.0,119,1.01,Cardio,6 (easy)
U1157,2024-03-08,HIIT,,,,0.44,433.0,136.0,149,0.97,HIIT,
U0269,2024-05-13,HIIT,,,,1.4,267.0,149.0,170,0.34,hiit,6
U0485,2024-10-28,Running,,,,0.61,446.0,107.0,117,1.09,Cardio,3.0
U0325,2024-03-14,HIIT,,,,0.91,,141.0,158,0.62,HIIT,2
U0139,2024-04-06, Deadlift ,,5.0,61.8,0.37,585.0,152.0,163,0.79,Strength,10 (hard)
U1178,2024-06-16,Cycling,,,,0.73,235.0,162.0,185,0.6,Cardio,10-10
 U0861 ,2024-07-29,Rowing,,,,4.25,500.0,116.0,135,0.34,Cardio,Level 10
U0144,2024-10-09,Cycling,,,,1.24,275.0,92.0,114,0.3,Cardio,N/A
U1197,2024-11-27,Yoga,,,,1.19,282.0,151.0,166,0.33,Mobility,N/A
U0522,2024-07-29,Yoga,,,,0.67,330.0,110.0,125,2.82,Mobility,4 (easy)
U0904,2024-08-04,Yoga,,,,1.13,456.0,116.0,135,0.87,Mobility,7-10
U0076,2024-10-20,Bench Press,4.0,,120.7,1.12,,94.0,106,0.62,Strength,3.0
U0941,2024-02-13, Squat ,5.0,12.0,89.4,1.06,227.0,100.0,120,0.88,Strength,4-10
U0185,2024-08-08,HIIT,,,,0.57,294.0,117.0,135,0.43,HIIT, 3
U0532,2024-03-28,Bench Press,5.0,6.0,66.0,0.77,478.0,140.0,152,1.04, Str ,7 (easy)
U1125,2024-03-13,Bench Press,3.0,10.0,112.6,1.07,574.0,101.0,111,1.1,Strength,7 out of 10
U0313,2024-12-24,Bench Press,5.0,8.0,108.6,1.13,275.0,98.0,120,1.15,Strength,8/10
U0953,2024-07-25,Squat,5.0,10.0,130.9,0.53,573.0,94.0,118,0.38,Strength,
U0696,2024-12-06,Squat,4.0,9.0,95.6,1.07,587.0,113.0,128,1.05,Strength,N/A
U1169,2024-02-07,HIIT,,,,0.57,197.0,159.0,177,1.17,HIIT,4
U0411,2024-08-26,Bench Press,4.0,,126.6,0.9,278.0,146.0,162,1.17,Str,7 (easy)
U1037,2024-07-15,Rowing,,,,0.5,290.0,,146,1.01, cardio ,8 (hard)
U0336,2024-12-07,Deadlift,3.0,11.0,43.5,0.94,243.0,105.0,115,0.48,Strength,4 out of 10
U0665,2024-04-13,Yoga,,,,0.95,420.0,162.0,187,0.58,Mobility,N/A
U1093,2024-10-03,HIIT,,,,0.41,307.0,142.0,163,0.7,HIIT,2 
U0006,2024-10-15,Running,,,,0.41,230.0,147.0,162,0.39,Cardio,5.0
U0642,2024/10/06, H.I.I.T ,,,,0.74,314.0,135.0,155,0.83,HIIT,6.0
U0188,2024-10-02,HIIT,,,,0.38,,144.0,157,4.53,HIIT,10 (hard)
U0439,2024-06-11,BenchPress,3.0,9.0,41.2,0.34,357.0,111.0,135,1.2, Strength ,9-10
U0597,2024-08-03,High Intensity Interval Training,,,,0.93,224.0,116.0,126,,HIIT,
U0238,2024-07-01,H.I.I.T,,,,0.57,352.0,114.0,136,0.6,HIIT,
U0210,2024-05-12,Bench Press,3.0,8.0,106.5,0.56,376.0,121.0,146,0.86,Strength,
U0774,2024-10-02,Bench Press,3.0,10.0,74.3,1.35,185.0,90.0,113,0.88,Strength,10-10
U0897,2024-02-28,Rowing,,,,0.51,541.0,96.0,118,1.11,Cardio,5 
U0079,2024-05-14,HIIT,,,,0.62,219.0,164.0,176,0.98,High Intensity,N/A
U0705,2024-11-27,Cycling,,,,1.21,569.0,138.0,161,0.85,Cardio,9 out of 10
U0383,2024-11-02, Bench Press ,4.0,9.0,,,594.0,119.0,139,,Strength,
U1020,2024-06-07,HIIT,,,,1.47,346.0,,148,0.99,HIIT,
U0337,2024-12-20,YOGA,,,,1.46,591.0,148.0,166,1.07,Mobility,
U0233,2024-04-04,Deadlift,3.0,10.0,121.4,1.29,552.0,103.0,127,,Strength,4-10
U1045,2024-12-31,BenchPress,5.0,9.0,117.3,1.22,467.0,90.0,115,0.62,Strength,N/A
U1118,2024-08-29,Yoga,,,,1.01,185.0,111.0,134,0.62,Mobility,
U0288,2024-04-30,Yoga,,,,1.05,566.0,137.0,155,,Mobility,
U0096,2024-05-24,Deadlift,5.0,9.0,,0.92,513.0,150.0,166,0.48,Strength,4
U0319,2024-01-03,Squat,3.0,8.0,123.4,1.0,544.0,156.0,174,0.7,Str,3 (easy)
U0993,2024-07-23,Running,,,,0.96,295.0,122.0,136,1.16,Cardio,6
U0164,2024/07/19,Rowing,,,,1.24,,115.0,133,0.5,Cardio,7 out of 10
U0906,2024-04-19,Rowing,,,,0.64,539.0,99.0,123,0.6,Cardio,Level 8
U1067,2024-06-27,Deadlift,5.0,7.0,104.5,0.97,265.0,114.0,124,0.96,Strength,
U0076,2024/02/26,Bench Press,3.0,5.0,48.9,1.19,219.0,106.0,124,0.37,STRENGTH,10 
U0191,2024-12-14, Running ,,,,0.56,157.0,162.0,177,0.9,Cardio,7-10
U0464,2024-09-25,Bench Press,3.0,7.0,117.9,1.09,422.0,,159,1.01,Strength,7 out of 10
U0821,2024-06-05,Indoor Rowing,,,,0.55,235.0,155.0,168,0.97,Cardio,4
U0376,2024-07-11,Running,,,,0.72,280.0,144.0,155,0.78,Cardio,9 out of 10
U0904,2024-08-30,Squat,5.0,12.0,97.7,0.36,206.0,157.0,174,1.14,Strength,6.0
U1143,2024-05-06,Running,,,,1.41,265.0,132.0,151,0.6,Cardio,10 
U0802,2024-02-01,High Intensity Interval Training,,,,0.89,229.0,127.0,146,0.38,HIIT,8 out of 10
U0108,2024-09-15,Deadlift,4.0,12.0,46.1,0.82,207.0,103.0,118,1.12,Strength,7-10
U0584,2024-11-04,Yoga,,,,1.02,393.0,146.0,169,0.99,Mobility,Level 10
 U0905 ,2024-12-26,HIIT,,,,1.01,306.0,139.0,150,0.96,High Intensity,6-10
