user_id,age,gender,height_m,weight_kg,experience_level,workout_frequency_days_week,fat_percentage
U0986,50, Female ,1.61,63.9,Advanced,3,25.6
U0987,30,Male,1.7,84.6,Intermediate,2,32.3
U0988,35,Female,1.66,70.9,Advanced,2,6.5
U0989,28,Female,2.4550822896501163,104.5,Beginner,4,26.0
U0990,27,Male,1.68,99.9,Advanced,5,17.7
U0991,54,Male,1.74,78.4,Advanced,2,24.6
U0992,24,Female,1.74,72.2,Beginner,5,37.3
U0993,31, Male ,,79.8,Advanced,2,30.3
U0994,56,Male,1.73,45.9,Advanced,2,10.5
U0995,50,Female,1.72,55.4,advanced,4,18.0
 U0996 ,39,FEMALE,1.58,85.1,Beginner,4,54.0
U0997,57,Female,2.391276610143538,61.7,Advanced,3,17.1
U0998,55,M,1.76,86.6,Advanced,4,33.5
U0999,30,Male,1.55,58.9,Advanced,4,16.6
U1000,30, Female ,1.59,69.0,Advanced,3,12.5
U1001,53,Male,1.79,, Beginner ,2,16.6
U1002,50,male,2.3594233123013733,96.4,Advanced,4,22.0
U1003,44,Female,1.75,81.3,Intermediate,4,21.4
U1004,34,Male,1.45,74.3,Intermediate,3,45.0
U1005,54,Female,1.57,87.9,Beginner,3,20.1
U1006,20,Male,1.7,80.7, Beginner ,3,20.1
U1007,59,female,1.81,78.1,Beginner,4,19.8
U1008,59,Female,2.3496450875594457,79.4,Intermediate,3,68.0
U1009,43,Female,1.77,78.0, Beginner ,4,19.7
 U1010 ,31,Male,1.64,90.3, Intermediate ,2,19.7
U1011,31,Female,1.78,61.5, expert ,3,13.3
 U1012 ,48,Male,1.83,84.4,Advanced,2,26.2
U1013,51,Male,1.62,65.1,Beginner,5,18.5
 U1014 ,32,Male,1.48,64.8,Beginner,4,18.4
U1015,51,Male,1.86,71.4,Advanced,3,21.4
U1016,41,Female,1.92,88.3,Advanced,4,20.6
U1017,22,Male,1.6,77.0,Advanced,2,14.8
U1018,32,Female,1.76,90.0,Beginner,2,31.4
U1019,25,Female,1.73,80.0,Advanced,2,22.4
U1020,55, Male ,1.84,84.3,Intermediate,5,23.6
U1021,41,Male,1.84,72.2,Beginner,4,16.0
U1022,19,Female,1.82,80.0,Beginner,2,19.9
U1023,53,Male,1.8,52.7,Advanced,4,18.7
U1024,21,Male,1.67,92.5,expert,5,17.5
U1025,54,Male,1.6,66.8,Intermediate,3,21.6
U1026,42,Female,,55.7,Intermediate,4,31.6
U1027,28, Female ,1.85,83.6,Beginner,4,20.4
U1028,25,Male,1.83,63.1, Beginner ,3,28.7
U1029,59,Male,1.63,71.7,Intermediate,2,20.6
U1030,54,Male,1.64,60.5,Advanced,3,27.0
 U1031 ,52, Male ,1.88,83.9,Advanced,2,23.6
U1032,39,Male,1.58,78.6,beginner,4,22.5
U1033,24,Female,1.78,99.9,Beginner,2,19.7
U1034,19,Male,1.69,81.6,beginner,5,8.3
U1035,38,female,1.7,87.0,Beginner,3,25.5
U1036,44,female,1.57,48.6,Beginner,5,18.1
U1037,41,Male,1.81,65.3,advanced,3,
U1038,22,Male,1.69,70.3,Beginner,2,
U1039,51, Male ,1.87,71.6,Beginner,2,55.0
U1040,49,Female,1.56,106.3,Beginner,4,21.9
U1041,26,Female,1.74,77.2,Intermediate,2,23.6
U1042,41,Female,1.65,68.1, Advanced ,3,27.9
U1043,42, Male ,1.87,76.6,Intermediate,5,18.4
U1044,34,Female,1.72,92.3,Advanced,4,62.0
U1045,24,Male,1.61,81.4,Intermediate,2,21.8
U1046,46,Female,1.69,69.3,Beginner,4,15.2
U1047,37,Female,1.62,83.5, Intermediate ,4,15.6
U1048,22,Male,1.79,53.0,Beginner,3,25.4
U1049,24,male,1.69,73.2,Advanced,4,
U1050,56, Female ,1.53,76.5,Advanced,4,7.9
U1051,27,Male,1.84,61.5, Intermediate ,5,12.8
U1052,19,Female,1.79,91.2, Beginner ,5,22.8
U1053,29,male,1.65,91.4,Beginer,4,14.6
U1054,58,Female,1.67,53.7, Advanced ,5,31.0
U1055,30,Female,,63.5, Intermediate ,4,23.4
U1056,30,Female,1.68,62.9,Advanced,3,25.7
U1057,24,Female,2.05,78.1, Advanced ,4,12.5
U1058,52,Female,1.61,64.5,Beginner,3,19.0
U1059,23,Male,1.72,66.7,Beginner,4,22.3
U1060,33,FEMALE,1.67,65.6,Beginner,3,19.8
U1061,38,Female,1.85,76.3,Beginner,4,22.5
U1062,58,Male,1.75,81.8,Advanced,5,18.8
U1063,30, Male ,1.69,100.7,intermediate,4,32.5
U1064,38,Female,1.74,82.4,Advanced,2,3.7
U1065,50,Male,1.71,72.6,Intermediate,2,19.1
U1066,32,Female,1.61,66.9,Beginner,4,13.2
U1067,42,Female,1.87,62.6,Advanced,3,29.8
U1068,20,Female,1.68,70.6,Intermediate,2,19.9
U1069,38,Female,1.68,,Advanced,3,22.8
U1070,44,Female,1.8,96.7,B,5,14.4
U1071,49,Female,1.96,88.4,Beginner,5,15.4
U1072,55,Female,1.68,91.0,Beginner,3,10.6
U1073,39,Male,1.72,64.2,Beginner,4,9.3
U1074,52,Male,1.71,85.7,intermediate,5,8.2
U1075,47, Female ,1.8,58.2,Intermediate,4,29.8
U1076,40,Male,1.71,82.6,Beginner,5,25.7
U1077,57,M,1.77,99.6,Intermediate,3,18.9
U1078,50, Male ,1.66,92.9,Advanced,5,16.3
U1079,47,Female,1.71,72.0,Beginner,2,18.3
 U1080 ,45,F,1.91,63.7,beginner,4,13.9
U1081,27,Male,1.77,62.5,Advanced,3,23.0
U1082,23,F,1.8,74.8,Intermediate,2,19.7
U1083,26,Male,1.63,84.5,Intermediate,3,14.3
U1084,39,Male,1.81,83.7,Intermediate,3,12.7
 U1085 ,30,Female,1.58,92.9,Intermediate,4,15.9
U1086,41,Female,1.68,66.9,Intermediate,3,64.0
U1087,20,Female,1.69,86.7,Intermediate,5,16.0
 U1088 ,50,Male,1.85,64.7,Beginner,5,25.2
 U1089 ,32, Female ,2.273100236216714,80.2,INT,5,14.4
U1090,56,Male,1.76,69.5, expert ,2,14.3
 U1091 ,33,Male,1.51,72.4, Beginner ,2,17.8
U1092,34,Female,1.69,75.4,Advanced,2,19.9
U1093,44,Female,1.73,79.7,Advanced,2,17.2
U1094,49,Female,,72.4,Beginner,2,
U1095,32,Male,1.8,74.9,intermediate,3,20.1
U1096,50,Female,1.67,71.1,mid,5,18.8
U1097,43,Male,1.72,93.7,Beginner,3,19.9
 U1098 ,38,Male,1.7,,Intermediate,5,16.6
U1099,57,Male,1.8,,Advanced,4,25.3
U1100,18,Female,1.82,92.1,Intermediate,3,16.9
U1101,34,Female,1.91,89.9,Advanced,5,17.1
U1102,32,Male,1.8,93.8, Beginner ,3,25.9
 U1103 ,28,Female,1.75,81.6, B ,4,23.6
U1104,41,Male,1.8,81.2,Beginner,4,19.0
U1105,57,Male,1.8,73.6,Intermediate,5,32.3
U1106,26, Female ,1.75,,Advanced,5,16.9
U1107,55,Female,,76.6,Intermediate,3,25.7
U1108,49,Male,1.8,60.4,intermediate,3,16.6
U1109,28,Male,1.74,69.5,intermediate,5,34.5
U1110,37,Female,1.63,,Intermediate,2,18.5
 U1111 ,18,Male,1.76,89.7,Beginner,2,19.6
 U1112 ,21, Female ,1.58,73.6,Advanced,4,25.4
U1113,42, M ,1.65,82.3,Advanced,3,19.4
U1114,56,Male,1.86,67.6,Advanced,4,15.2
U1115,52,Female,1.63,57.6,Beginner,2,18.9
U1116,56,Male,1.72,74.9,Advanced,4,20.6
U1117,34,Male,1.72,78.1,Intermediate,2,17.3
U1118,36,Female,1.67,75.4,Advanced,5,21.4
U1119,34,Male,1.86,92.3,Beginner,3,19.9
U1120,28,Male,1.83,68.9,Intermediate,5,11.2
U1121,33, Female ,1.81,86.3,Intermediate,5,19.1
 U1122 ,44,Male,1.82,88.3, Intermediate ,4,17.2
U1123,33,Male,1.72,71.1,Advanced,4,14.7
U1124,39,Female,1.78,,intermediate,4,17.7
 U1125 ,20,Male,1.82,64.5,Advanced,3,7.4
U1126,45,Male,1.59,80.3,Intermediate,5,21.1
U1127,33, Female ,1.74,77.3,Intermediate,4,30.7
U1128,20,Female,1.73,74.0,Beginner,3,20.5
U1129,47,F,1.63,79.1,Advanced,2,22.2
U1130,47,Male,1.77,,Beginner,5,
U1131,23,Male,1.75,64.1,Intermediate,2,13.8
U1132,42,Male,1.86,47.4,Intermediate,2,16.7
U1133,19,Male,1.57,95.9,Advanced,5,17.5
U1134,19, F ,1.68,69.9,Beginner,2,14.2
U1135,26,Female,1.72,72.0,Advanced,3,14.3
 U1136 ,26, Male ,2.4010609766054065,71.7,Advanced,3,18.4
U1137,40,Female,1.8,68.1,Intermediate,2,31.0
U1138,43,Male,1.67,67.5,Advanced,4,16.6
U1139,56,Male,1.79,88.3,Advanced,5,
U1140,48,Male,1.61,83.7,Intermediate,2,15.8
 U1141 ,55,female,1.74,85.2,Advanced,3,25.7
U1142,48,F,1.6,75.5,Intermediate,5,16.4
U1143,33,Male,1.76,64.6,Advanced,4,8.6
U1144,48,Male,,90.0,intermediate,3,25.8
U1145,32, Male ,1.92,81.8,Intermediate,4,27.4
U1146,38,Male,1.63,70.9,Advanced,5,16.0
U1147,51,Female,,68.2,Advanced,5,26.6
U1148,44,Male,1.59,69.3,Intermediate,4,10.7
U1149,43,Female,1.79,88.9,Advanced,5,22.7
U1150,25,Male,1.83,78.3,Advanced,4,17.0
U1151,40,Male,1.65,61.4,intermediate,2,21.9
U1152,55,Male,1.82,70.3,Intermediate,3,15.2
U1153,50,Female,1.72,69.3,Intermediate,3,20.2
U1154,45, Female ,1.81,85.1,Intermediate,2,24.4
U1155,48,Male,1.67,99.3, Advanced ,3,18.8
U1156,49,Female,1.69,67.2,intermediate,3,30.4
U1157,57, female ,1.78,89.8,Advanced,4,29.5
U1158,22,Female,1.59,75.3,Intermediate,2,26.4
U1159,27,Female,1.68,58.0,Intermediate,5,
U1160,48, Male ,1.73,77.6,Intermediate,2,24.4
U1161,44,MALE,1.68,95.6,Intermediate,4,17.3
U1162,48,male,1.81,87.0,Intermediate,5,14.4
U1163,34,MALE,1.72,90.4,Advanced,3,14.4
U1164,18,female,1.66,67.9,expert,4,19.9
U1165,53,Female,1.63,78.4,Advanced,4,16.6
U1166,48,Male,1.65,90.7, Beginner ,3,15.1
U1167,43,Male,1.52,83.4,Advanced,5,24.3
U1168,44,Male,1.55,86.8,Beginner,5,18.0
U1169,24, Male ,1.62,64.1,Intermediate,5,23.1
U1170,21,Male,1.51,,Advanced,3,10.5
U1171,42,female,1.62,81.0,Advanced,5,24.4
U1172,54,Female,2.344771752576188,80.6,Advanced,4,14.0
U1173,29, Male ,1.76,70.5,Beginner,5,22.2
U1174,39,Male,1.76,65.8,Advanced,5,10.9
U1175,43,Female,1.62,64.4,Intermediate,3,10.8
U1176,59,Male,1.88,67.7,Advanced,4,17.3
U1177,42,MALE,1.59,81.9,Intermediate,2,18.3
U1178,29,Male,1.73,,Advanced,5,25.7
U1179,57,Female,2.3514374448710496,73.2,Intermediate,4,25.9
U1180,37,Male,1.61,64.2,Beginner,4,20.3
U1181,53,Male,1.75,78.1, Intermediate ,5,29.5
U1182,39,Male,1.72,,advanced,4,19.8
U1183,52,Female,1.71,79.2,Advanced,3,15.0
 U1184 ,30,FEMALE,1.73,54.2,Intermediate,2,14.9
U1185,21,Female,1.8,78.6,Intermediate,5,10.4
U1186,33,Male,1.7,84.7,Advanced,4,21.3
U1187,49, Male ,1.84,60.3,Advanced,4,20.3
U1188,31,Female,,92.3,Intermediate,5,10.6
U1189,31,female,1.67,72.7,Advanced,4,28.5
 U1190 ,40, Male ,1.76,66.6,Advanced,3,13.3
U1191,56,Male,1.69,71.8,Intermediate,2,16.0
U1192,31,F,1.51,65.3,Beginner,4,12.4
U1193,22,Male,1.91,78.2,Beginner,5,8.1
U1194,47,MALE,,75.4,Beginner,3,22.7
U1195,30,MALE,1.68,85.7,Beginner,3,25.3
U1196,27,Female,1.61,100.1,expert,5,33.4
U1197,31,Male,1.68,82.9,Beginner,3,22.4
U1198,53,Female,1.88,107.4,Advanced,3,15.0
 U1199 ,33,Female,1.64,72.6, Intermediate ,2,53.0
 U1200 ,35,Female,1.65,83.5,advanced,4,26.6
U1179,57,Female,2.3514374448710496,73.2,Intermediate,4,25.9
U0866,42,Female,1.67,67.7,Intermediate,2,18.7
U0102,50,Female,1.78,85.8,Beginer,4,14.3
 U0440 ,19,Male,1.86,55.4,Beginner,2,12.7
 U0059 ,50,Male,1.59,78.5,Beginner,3,22.3
U1121,33, Female ,1.81,86.3,Intermediate,5,19.1
U0324,29,Female,1.75,77.4,Intermediate,2,12.4
U0975,35,Male,,71.8,Intermediate,2,9.3
U0412,38,Male,1.55,82.6,Advanced,5,15.6
U0856,37,Female,1.71,69.6,Advanced,3,17.3
U0821,34,Male,1.7,63.8,Intermediate,4,19.1
U0045,35,Female,1.69,90.0,Advanced,3,32.5
U0050,31,Male,1.76,61.0,Intermediate,4,57.0
U0850,49, Female ,1.56,,Beginner,2,20.3
U0241,56,Female,1.84,73.6,Advanced,3,18.0
U0171,36,Male,1.67,79.5, Intermediate ,2,19.4
U0524,53,Male,1.64,87.2,Intermediate,3,24.7
U0766,53,Female,1.77,89.4,Advanced,2,20.9
 U0839 ,58,Female,2.3021772386774573,81.5,Intermediate,3,9.4
U0424,40,Female,1.64,90.8,Intermediate,3,23.9
U0381,34,Male,1.82,61.3,Intermediate,3,21.6
U0610,34,Male,1.83,62.2,Intermediate,3,15.7
U0677,36,Male,1.58,85.4,Intermediate,5,17.2
 U0345 ,29,male,1.84,63.6,Advanced,4,17.2
U0110,22,Female,1.71,79.5,Advanced,3,26.3
U0278,51, Male ,1.69,73.5, Advanced ,2,9.9
U0678,23,Female,1.65,, Advanced ,5,14.8
U0571,49,Male,1.92,79.7,Beginner,5,10.9
U0359,50,Male,,73.2,INT,4,26.6
U0599,41,Male,1.78,64.8,Beginner,4,9.1
U0391,29,F,1.68,56.8,Beginner,3,8.3
U0894,50,Male,1.83,72.8,Beginner,5,18.0
U0693,44,Male,1.66,,Beginner,3,
U0728,19,Male,1.84,84.0,Beginner,5,14.2
U0363,31,F,1.89,49.1,Beginner,5,24.5
U0597,41,Female,1.82,96.6, Beginner ,5,7.5
